Dealer ID,Dealer Name,Phone,Address,City,State,Custom Address,Dealer Iframe Map,Zip Code,About Dealer,Dealer Image,Lical Image,Radius,Rating,Review Count,Invnetory Link
D-24787136,Grand Cars,N/A,2331 W Northwest Hwy Unit 150,Dallas,TX,"Dallas, TX",N/A,75220,No reviews available,https://static.cargurus.com/images/site/2023/10/16/21/48/grand_cars_llc-pic-17211346276271791250-200x200.jpeg,public/uploads/dealer\Grand-Cars_Dallas_TX.jpg,16 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Grand-Cars-sp448008,1,1
D-24787137,Clay Cooley Nissan of Irving,N/A,1000 East Airport Freeway,Irving,TX,"Irving, TX",N/A,75062,Awesome explanation and experience,https://static.cargurus.com/images/site/2018/10/12/14/04/clay_cooley_nissan_of_irving-pic-3718555425413213156-200x200.jpeg,public/uploads/dealer\Clay-Cooley-Nissan-of-Irving_Irving_TX.jpg,16 mi,3.0,5,https://www.cargurus.com/Cars/m-Clay-Cooley-Nissan-of-Irving-sp66075,1,1
D-24787138,Speed Max Auto,N/A,10550 New Church Rd,Dallas,TX,"Dallas, TX",N/A,75238,Very friendly,https://static.cargurus.com/images/site/2024/03/14/10/26/speed_max_auto-pic-11666275190961808688-200x200.jpeg,public/uploads/dealer\Speed-Max-Auto_Dallas_TX.jpg,16 mi,4.7,9,https://www.cargurus.com/Cars/m-Speed-Max-Auto-sp452470,1,1
D-24787139,Texas Drive Auto Dealer,N/A,10511 Olympic Dr,Dallas,TX,"Dallas, TX",N/A,75220,"I contacted them via phone. Very professional, treated well. Car had sale pending and was sold.",https://static.cargurus.com/images/site/2021/11/25/03/16/texas_drive_auto_dealer-pic-9024029218393575872-200x200.jpeg,public/uploads/dealer\Texas-Drive-Auto-Dealer_Dallas_TX.jpg,16 mi,4.8,11,https://www.cargurus.com/Cars/m-Texas-Drive-Auto-Dealer-sp341513,1,1
D-24787140,Auto Starlight,N/A,2675 Lombardy Ln,Dallas,TX,"Dallas, TX",N/A,75220,Prompt reply.,https://static.cargurus.com/images/site/2018/06/19/11/23/auto_starlight-pic-118952807976596084-200x200.jpeg,public/uploads/dealer\Auto-Starlight_Dallas_TX.jpg,16 mi,4.5,2,https://www.cargurus.com/Cars/m-Auto-Starlight-sp319612,1,1
D-24787141,Avenue Auto Group,N/A,10603 Denton Dr,Dallas,TX,"Dallas, TX",N/A,75220,No reviews available,No image,,16 mi,1.0,1,https://www.cargurus.com/Cars/m-Avenue-Auto-Group-sp319610,1,1
D-24787142,Ride 'N Drive,N/A,4106 O'banion Rd,Garland,TX,"Garland, TX",N/A,75043,Very nice,https://static.cargurus.com/images/site/2015/10/12/14/04/ride__n_drive-pic-5324028646035176957-200x200.jpeg,public/uploads/dealer\Ride-'N-Drive_Garland_TX.jpg,16 mi,4.6,89,https://www.cargurus.com/Cars/m-Ride-N-Drive-sp375776,1,1
D-24787143,Shock Motors,N/A,2124 West Kingsley Road,Garland,TX,"Garland, TX",N/A,75041,Fantastic dealer! Responds quickly and Dan makes the process very smooth & provides awesome customer service!,https://static.cargurus.com/images/site/2019/08/08/17/32/shock_motors-pic-737007126406087072-200x200.jpeg,public/uploads/dealer\Shock-Motors_Garland_TX.jpg,16 mi,5.0,3,https://www.cargurus.com/Cars/m-Shock-Motors-sp415400,1,1
D-24787144,Moda Cars,N/A,"10310 Plano Rd,  Unit E",Dallas,TX,"Dallas, TX",N/A,75238,"Dealership was quick to respond but lacks transparency. List of $19,900 on a Mercedes C400, I inquired about is $2,785 above 
market on 10-year car with 100k miles, 4 owners, 1 key fob, 1 substantial accident, outstanding maintenance. Moe was nice 
enough but aren't they all when they want you to buy.

He could not produce a reconditioning report yet claimed it was up to date and they don't report to CarFax which is a red flag.
A car's condition is based on verifiable mechanical and cosmetic condition; it's not what they say it is. Oldest sales tactic there 
is.

According to the CarFax and maintenance booklet I cross referenced, there are many discrepancies. I ran the car with options at 
Edmunds and it was estimated with average condition at $15,585 factoring in options, accident history, condition, and 
maintenance due. Moe then insults me of not being able to afford the car. Nonsense. It's about overpaying. They are charlatans.",https://static.cargurus.com/images/site/2018/11/29/15/42/moda_cars-pic-6901742247677273565-200x200.jpeg,public/uploads/dealer\Moda-Cars_Dallas_TX.jpg,16 mi,4.2,13,https://www.cargurus.com/Cars/m-Moda-Cars-sp412683,1,1
D-24787145,IMD Motors,N/A,3015 S Garland Ave,Garland,TX,"Garland, TX",N/A,75041,No reviews available,No image,,16 mi,5.0,1,https://www.cargurus.com/Cars/m-IMD-Motors-sp348289,1,1
D-24787146,Keith McCoy Automotive LLC,N/A,3015 S Garland Ave Ste B,Garland,TX,"Garland, TX",N/A,75041,Quick response and willingness to help.,https://static.cargurus.com/images/site/2023/05/25/16/30/keith_mccoy_automotive_llc_-pic-17890759035695998088-200x200.jpeg,public/uploads/dealer\Keith-McCoy-Automotive-LLC_Garland_TX.jpg,16 mi,3.8,38,https://www.cargurus.com/Cars/m-Keith-McCoy-Automotive-LLC-sp451207,1,1
D-24787147,PrimeRides Auto,N/A,2929 S Garland Ave Suite 200,Garland,TX,"Garland, TX",N/A,75041,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\PrimeRides-Auto_Garland_TX.jpg,16 mi,N/A,N/A,https://www.cargurus.com/Cars/m-PrimeRides-Auto-sp438711,1,1
D-24787148,Texas Drive LLC,N/A,2719 South Garland Ave,Garland,TX,"Garland, TX",N/A,75041,We had agreed a deal over the phone but the owner said he had sold the car to someone else. The rep at the dealership never mentioned anything about a deposit to hold the car so we assumed that the owner's word was sufficient. Car was good but this is just bad customer service,https://static.cargurus.com/images/site/2020/09/18/14/03/texas_drive_llc-pic-1230227322611937470-200x200.jpeg,public/uploads/dealer\Texas-Drive-LLC_Garland_TX.jpg,16 mi,1.5,2,https://www.cargurus.com/Cars/m-Texas-Drive-LLC-sp349536,1,1
D-24787149,Texas Luxury Auto Collections LLC,N/A,1417 Cranford Dr,Garland,TX,"Garland, TX",N/A,75041,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Texas-Luxury-Auto-Collections-LLC_Garland_TX.jpg,16 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Texas-Luxury-Auto-Collections-LLC-sp453186,1,1
D-24787150,Redds Wheels LLC,N/A,2921 South Garland Avenue,Garland,TX,"Garland, TX",N/A,75041,Was very quick to contact me and set up an appointment. Great dealership.,https://static.cargurus.com/images/site/2023/03/06/19/48/redds_wheels_llc-pic-7534132370221808766-1600x1200.png,public/uploads/dealer\Redds-Wheels-LLC_Garland_TX.jpg,16 mi,4.9,9,https://www.cargurus.com/Cars/m-Redds-Wheels-LLC-sp444562,1,1
D-24787151,MS Auto Investments,N/A,"2915 S Garland Ave,  STE A",Garland,TX,"Garland, TX",N/A,75041,"This dealership will make you feel like family, not a customer. MS Auto absolutely did right by me. They were courteous, provided outstanding customer service. I would definitely recommend them to family and friends looking for a great car.",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\MS-Auto-Investments_Garland_TX.jpg,16 mi,4.6,5,https://www.cargurus.com/Cars/m-MS-Auto-Investments-sp446113,1,1
D-24787152,Sam Automotive,N/A,2917 S Garland Ave,Garland,TX,"Garland, TX",N/A,75041,They were kind courteous and followed up. I didn't purchase from them but would consider it in the future.,https://static.cargurus.com/images/site/2023/08/02/16/44/_sam_automotive-pic-13237017699447524027-200x200.jpeg,public/uploads/dealer\Sam-Automotive_Garland_TX.jpg,16 mi,4.0,1,https://www.cargurus.com/Cars/m-Sam-Automotive-sp451827,1,1
D-24787153,Sarenco Inc,N/A,2648 Brenner Dr,Dallas,TX,"Dallas, TX",N/A,75220,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Sarenco-Inc_Dallas_TX.jpg,16 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Sarenco-Inc-sp456937,1,1
D-24787154,Pary's Auto Sales,N/A,110 W Centerville Rd,Garland,TX,"Garland, TX",N/A,75041,They have a great job reaching out,https://static.cargurus.com/images/site/2019/10/25/11/41/pary_s_auto_sales-pic-1957220813244824355-200x200.jpeg,public/uploads/dealer\Pary's-Auto-Sales_Garland_TX.jpg,16 mi,4.7,3,https://www.cargurus.com/Cars/m-Parys-Auto-Sales-sp349537,1,1
D-24787155,Dream Auto Finance,N/A,"3117 Saturn Rd,  Ste C",Garland,TX,"Garland, TX",N/A,75041,No reviews available,https://static.cargurus.com/images/site/2024/08/29/16/17/dream_auto_finance-pic-2421635932939910352-200x200.jpeg,public/uploads/dealer\Dream-Auto-Finance_Garland_TX.jpg,16 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Dream-Auto-Finance-sp456548,1,1
D-24787156,For Less Autohaus,N/A,2636 Brenner Dr,Dallas,TX,"Dallas, TX",N/A,75220,"After contacting dealer via text trying to find out more information about the car & set up a test drive, he texted back & told me information that was not what the Carfax said. He also did not respond to my final text. He confirmed the title was clean but the Carfax said it was declared totaled after a wreck the car was in. The next day the price of the car was reduced. For such a high rating this dealership had, I certainly was expecting a lot more.",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\For-Less-Autohaus_Dallas_TX.jpg,16 mi,4.4,9,https://www.cargurus.com/Cars/m-For-Less-Autohaus-sp287533,1,1
D-24787157,Automania LLC,N/A,2607 Brenner Dr,Dallas,TX,"Dallas, TX",N/A,75220,Professional and easy to work with.,https://static.cargurus.com/images/site/2017/10/30/16/43/automania_llc-pic-6983126561914742259-200x200.jpeg,public/uploads/dealer\Automania-LLC_Dallas_TX.jpg,16 mi,4.1,14,https://www.cargurus.com/Cars/m-Automania-LLC-sp406488,1,1
D-24787158,Broadway Auto DFW,N/A,"2801 S Garland Ave,  Suite 300",Garland,TX,"Garland, TX",N/A,75041,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Broadway-Auto-DFW_Garland_TX.jpg,16 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Broadway-Auto-DFW-sp455088,1,1
D-24787159,F.M Auto Sale LLC,N/A,2615 Brenner Drive,Dallas,TX,"Dallas, TX",N/A,75220,reffered me to his brother that had What I wanted.  Good experience.,https://static.cargurus.com/images/site/2019/07/30/09/49/f_m_auto_sale_llc-pic-8369301147819457006-200x200.jpeg,public/uploads/dealer\F.M-Auto-Sale-LLC_Dallas_TX.jpg,16 mi,5.0,4,https://www.cargurus.com/Cars/m-F-M-Auto-Sale-LLC-sp388318,1,1
D-24787160,NTX Autoplex,N/A,2801 S Garland Ave,Garland,TX,"Garland, TX",N/A,75041,"Charlie was knowledgeable and attentive. He was also honest 
which is HUGE! I enjoyed the entire experience and Charlie made it 
really easy to purchase just the car I needed. Would recommend 
shopping at NTX Autoplex!",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\NTX-Autoplex_Garland_TX.jpg,17 mi,4.5,11,https://www.cargurus.com/Cars/m-NTX-Autoplex-sp441947,1,1
D-24787161,Planet Car,N/A,2727 S Garland Ave,Garland,TX,"Garland, TX",N/A,75041,They responded to me immediately and the staff are so friendly,https://static.cargurus.com/images/site/2022/03/28/16/25/planet_car-pic-4920946218207549503-200x200.jpeg,public/uploads/dealer\Planet-Car_Garland_TX.jpg,17 mi,4.8,11,https://www.cargurus.com/Cars/m-Planet-Car-sp445994,1,1
D-24787162,Nikan Auto,N/A,"2626 Manana Dr,  Suite B",Dallas,TX,"Dallas, TX",N/A,75220,"Kind, honest,",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Nikan-Auto_Dallas_TX.jpg,17 mi,3.9,7,https://www.cargurus.com/Cars/m-Nikan-Auto-sp416478,1,1
D-24787163,AK Imports Auto Sales,N/A,1101 S State Hwy 78 |,Wylie,TX,"Wylie, TX",N/A,75098,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\AK-Imports-Auto-Sales_Wylie_TX.jpg,17 mi,N/A,N/A,https://www.cargurus.com/Cars/m-AK-Imports-Auto-Sales-sp308081,1,1
D-24787164,Metro Automobiles,N/A,2550 Manana Drive,Dallas,TX,"Dallas, TX",N/A,75220,Amazing customer service and honest staff.,https://static.cargurus.com/images/site/2019/09/24/13/28/metro_automobiles-pic-130544838173989411-200x200.jpeg,public/uploads/dealer\Metro-Automobiles_Dallas_TX.jpg,17 mi,4.8,4,https://www.cargurus.com/Cars/m-Metro-Automobiles-sp365156,1,1
D-24787165,ReliaCars,N/A,"2474 Manana Dr,  Suite 104",Dallas,TX,"Dallas, TX",N/A,75220,"Very responsive and great customer service also i like their inventory, highly recommended",https://static.cargurus.com/images/site/2020/07/22/13/40/reliacars-pic-17927961277246394703-200x200.jpeg,public/uploads/dealer\ReliaCars_Dallas_TX.jpg,17 mi,5.0,1,https://www.cargurus.com/Cars/m-ReliaCars-sp436047,1,1
D-24787166,EchoPark Automotive - Dallas,N/A,2615 Interstate 20 Frontage Road,Grand Prairie,TX,"Grand Prairie, TX",N/A,75052,"I felt like was being intrusive in the sales managers day; he spoke with me less than thirty seconds about a trade. Nice dealership, but poor customer service and leadership.",https://static.cargurus.com/images/site/2020/09/08/17/22/echopark_automotive_-_dallas-pic-7799832818379911591-200x200.jpeg,public/uploads/dealer\EchoPark-Automotive---Dallas_Grand Prairie_TX.jpg,17 mi,4.0,56,https://www.cargurus.com/Cars/m-EchoPark-Automotive--Dallas-sp278076,1,1
D-24787167,Westway Ford,N/A,801 W. Airport Fwy.,Irving,TX,"Irving, TX",N/A,75062,"The vehicle I wanted had sold, but they were honest with me about that before I drove to the dealership. I’ll continue to shop their dealership. Honesty goes a long way for me.",https://static.cargurus.com/images/site/2019/04/22/12/02/westway_ford-pic-800037765920741294-1600x1200.jpeg,public/uploads/dealer\Westway-Ford_Irving_TX.jpg,17 mi,3.3,19,https://www.cargurus.com/Cars/m-Westway-Ford-sp57912,1,1
D-24787168,Car Cash TX,N/A,2018 W Northwest Hwy,Dallas,TX,"Dallas, TX",N/A,75220,Very friendly and helpful. Talked on phone three times and they also emailed me with info and directions. Very interested in this truck.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Car-Cash-TX_Dallas_TX.jpg,17 mi,5.0,1,https://www.cargurus.com/Cars/m-Car-Cash-TX-sp453218,1,1
D-24787169,Auto Haus Imports,N/A,2034 W Main St,Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,No reviews available,https://static.cargurus.com/images/site/2024/08/15/15/11/auto_haus_imports-pic-15230410765847681771-200x200.jpeg,public/uploads/dealer\Auto-Haus-Imports_Grand Prairie_TX.jpg,17 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Auto-Haus-Imports-sp319560,1,1
D-24787170,Jaguar Land Rover Dallas,N/A,11400 North Central Expy.,Dallas,TX,"Dallas, TX",N/A,75243,Very responsive and helpful in trying to get me in the car I was looking for,https://static.cargurus.com/images/site/2016/04/06/15/09/land_rover_dallas-pic-3692324322307584955-200x200.jpeg,public/uploads/dealer\Jaguar-Land-Rover-Dallas_Dallas_TX.jpg,17 mi,4.8,4,https://www.cargurus.com/Cars/m-Jaguar-Land-Rover-Dallas-sp278087,1,1
